Circuit: * C:\Users\Sameer\Desktop\DFTBA\Projects\Inductive PnD\Simulations\Draft3.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 1.97374e-005 to 1.97376e-005
Heightened Def Con from 1.97376e-005 to 1.97466e-005
Heightened Def Con from 1.97472e-005 to 1.97477e-005
Heightened Def Con from 1.97479e-005 to 1.97514e-005
Heightened Def Con from 1.97516e-005 to 1.97567e-005
Heightened Def Con from 1.97581e-005 to 1.97641e-005
Heightened Def Con from 1.9766e-005 to 1.9772e-005
Heightened Def Con from 1.97748e-005 to 1.97808e-005
Heightened Def Con from 1.97848e-005 to 1.97861e-005
Heightened Def Con from 1.97862e-005 to 1.97922e-005
Heightened Def Con from 1.97984e-005 to 1.97995e-005
Heightened Def Con from 1.97997e-005 to 1.98057e-005
Heightened Def Con from 1.98105e-005 to 1.98175e-005
Heightened Def Con from 1.98183e-005 to 1.98264e-005
Heightened Def Con from 1.98275e-005 to 1.98289e-005
Heightened Def Con from 1.9829e-005 to 1.9836e-005
Heightened Def Con from 1.98391e-005 to 1.98481e-005
Heightened Def Con from 1.98491e-005 to 1.98496e-005
Heightened Def Con from 1.98497e-005 to 1.98501e-005
Heightened Def Con from 1.98502e-005 to 1.98572e-005
Heightened Def Con from 1.98593e-005 to 1.98674e-005
Heightened Def Con from 1.98684e-005 to 1.98695e-005
Heightened Def Con from 1.98695e-005 to 1.98787e-005
Heightened Def Con from 1.98792e-005 to 1.98874e-005
Heightened Def Con from 1.98885e-005 to 1.98945e-005
Heightened Def Con from 1.98973e-005 to 1.99045e-005
Heightened Def Con from 1.99051e-005 to 1.99121e-005
Heightened Def Con from 1.99143e-005 to 1.99213e-005
Heightened Def Con from 1.99239e-005 to 1.99309e-005
Heightened Def Con from 1.99331e-005 to 1.99391e-005
Heightened Def Con from 1.99436e-005 to 1.99536e-005
Heightened Def Con from 1.99546e-005 to 1.99626e-005
Heightened Def Con from 1.99661e-005 to 1.99721e-005
Heightened Def Con from 1.99764e-005 to 1.99834e-005
Heightened Def Con from 1.99854e-005 to 1.99889e-005
Heightened Def Con from 1.99926e-005 to 1.99998e-005
Heightened Def Con from 2.00012e-005 to 2.00017e-005
Heightened Def Con from 2.00019e-005 to 2.00023e-005
Heightened Def Con from 2.00023e-005 to 2.00093e-005
Heightened Def Con from 2.00112e-005 to 2.00182e-005
Heightened Def Con from 2.00213e-005 to 2.00273e-005
Heightened Def Con from 2.00314e-005 to 2.00406e-005
Heightened Def Con from 2.0041e-005 to 2.00472e-005
Heightened Def Con from 2.00486e-005 to 2.00499e-005
Heightened Def Con from 2.00501e-005 to 2.00582e-005
Heightened Def Con from 2.00597e-005 to 2.00678e-005
Heightened Def Con from 2.00687e-005 to 2.00692e-005
Heightened Def Con from 2.00694e-005 to 2.00699e-005
Heightened Def Con from 2.007e-005 to 2.00782e-005
Heightened Def Con from 2.00795e-005 to 2.00806e-005
Heightened Def Con from 2.00809e-005 to 2.00901e-005
Heightened Def Con from 2.0091e-005 to 2.00922e-005
Heightened Def Con from 2.00923e-005 to 2.00983e-005
Heightened Def Con from 2.01021e-005 to 2.01093e-005
Heightened Def Con from 2.01102e-005 to 2.01194e-005
Heightened Def Con from 2.012e-005 to 2.0126e-005
Heightened Def Con from 2.01297e-005 to 2.01367e-005
Heightened Def Con from 2.01385e-005 to 2.01445e-005
Heightened Def Con from 2.01477e-005 to 2.01488e-005
Heightened Def Con from 2.01489e-005 to 2.01549e-005
Heightened Def Con from 2.0162e-005 to 2.017e-005
Heightened Def Con from 2.01752e-005 to 2.01787e-005
Heightened Def Con from 2.01852e-005 to 2.01865e-005
Heightened Def Con from 2.01867e-005 to 2.01869e-005
Heightened Def Con from 2.01869e-005 to 2.01929e-005
Heightened Def Con from 2.01961e-005 to 2.01993e-005
Heightened Def Con from 2.01999e-005 to 2.0207e-005
Heightened Def Con from 2.02073e-005 to 2.02133e-005
Heightened Def Con from 2.02161e-005 to 2.02221e-005
Heightened Def Con from 2.02269e-005 to 2.02329e-005
Heightened Def Con from 2.02368e-005 to 2.02449e-005
Heightened Def Con from 2.0246e-005 to 2.02471e-005
Heightened Def Con from 2.02472e-005 to 2.02542e-005
Heightened Def Con from 2.02584e-005 to 2.02644e-005
Heightened Def Con from 2.02688e-005 to 2.02758e-005
Heightened Def Con from 2.02772e-005 to 2.02784e-005
Heightened Def Con from 2.02785e-005 to 2.02799e-005
Heightened Def Con from 2.028e-005 to 2.02835e-005
Heightened Def Con from 2.02882e-005 to 2.02952e-005
Heightened Def Con from 2.02969e-005 to 2.03004e-005
Heightened Def Con from 2.03027e-005 to 2.03109e-005
Heightened Def Con from 2.03115e-005 to 2.03176e-005
Heightened Def Con from 2.03186e-005 to 2.03246e-005
Heightened Def Con from 2.03277e-005 to 2.03359e-005
Heightened Def Con from 2.03369e-005 to 2.0338e-005
Heightened Def Con from 2.03381e-005 to 2.03472e-005
Heightened Def Con from 2.03483e-005 to 2.03553e-005
Heightened Def Con from 2.03583e-005 to 2.03664e-005
Heightened Def Con from 2.03676e-005 to 2.03756e-005
Heightened Def Con from 2.03781e-005 to 2.03871e-005
Heightened Def Con from 2.0389e-005 to 2.03925e-005
Heightened Def Con from 2.03977e-005 to 2.04047e-005
Heightened Def Con from 2.04071e-005 to 2.04075e-005
Heightened Def Con from 2.04078e-005 to 2.04113e-005
Heightened Def Con from 2.04154e-005 to 2.04235e-005
Heightened Def Con from 2.04242e-005 to 2.04303e-005
Heightened Def Con from 2.04316e-005 to 2.04376e-005
Heightened Def Con from 2.04405e-005 to 2.04465e-005
Heightened Def Con from 2.04476e-005 to 2.04487e-005
Heightened Def Con from 2.04488e-005 to 2.04568e-005
Heightened Def Con from 2.04589e-005 to 2.04659e-005
Heightened Def Con from 2.04686e-005 to 2.04787e-005
Heightened Def Con from 2.04797e-005 to 2.04807e-005
Heightened Def Con from 2.04807e-005 to 2.04842e-005
Heightened Def Con from 2.05153e-005 to 2.05188e-005
Heightened Def Con from 2.05242e-005 to 2.05245e-005
Heightened Def Con from 2.05245e-005 to 2.05306e-005
Heightened Def Con from 2.05314e-005 to 2.05335e-005
Heightened Def Con from 2.05335e-005 to 2.05405e-005
Heightened Def Con from 2.05694e-005 to 2.05754e-005
Heightened Def Con from 2.05931e-005 to 2.05941e-005
Heightened Def Con from 2.05941e-005 to 2.06011e-005
Heightened Def Con from 2.06077e-005 to 2.06137e-005
Heightened Def Con from 2.0616e-005 to 2.0622e-005
Heightened Def Con from 2.06272e-005 to 2.06332e-005
Heightened Def Con from 2.06433e-005 to 2.06493e-005
Heightened Def Con from 2.06573e-005 to 2.06633e-005
Heightened Def Con from 2.06678e-005 to 2.06738e-005
Heightened Def Con from 2.06772e-005 to 2.06782e-005
Heightened Def Con from 2.06782e-005 to 2.06785e-005
Heightened Def Con from 2.06785e-005 to 2.06865e-005
Heightened Def Con from 2.07179e-005 to 2.07184e-005
Heightened Def Con from 2.07184e-005 to 2.07264e-005
Heightened Def Con from 2.07278e-005 to 2.07319e-005
Heightened Def Con from 2.07321e-005 to 2.07381e-005
Heightened Def Con from 2.07678e-005 to 2.07738e-005
Heightened Def Con from 2.07772e-005 to 2.07832e-005
Heightened Def Con from 2.07855e-005 to 2.07915e-005
Heightened Def Con from 2.07965e-005 to 2.08025e-005
Heightened Def Con from 2.08113e-005 to 2.08173e-005
Heightened Def Con from 2.08231e-005 to 2.08291e-005
Heightened Def Con from 2.08316e-005 to 2.08376e-005
Heightened Def Con from 2.08425e-005 to 2.08495e-005
Heightened Def Con from 2.08529e-005 to 2.08609e-005
Heightened Def Con from 2.08624e-005 to 2.08704e-005
Heightened Def Con from 2.08729e-005 to 2.08809e-005
Heightened Def Con from 2.08823e-005 to 2.08893e-005
Heightened Def Con from 2.08919e-005 to 2.08979e-005
Heightened Def Con from 2.09011e-005 to 2.09046e-005
Heightened Def Con from 2.0909e-005 to 2.09161e-005
Heightened Def Con from 2.09175e-005 to 2.09179e-005
Heightened Def Con from 2.0918e-005 to 2.0926e-005
Heightened Def Con from 2.09269e-005 to 2.09339e-005
Heightened Def Con from 2.09351e-005 to 2.09433e-005
Heightened Def Con from 2.09445e-005 to 2.09517e-005
Heightened Def Con from 2.09525e-005 to 2.09585e-005
Heightened Def Con from 2.09618e-005 to 2.09688e-005
Heightened Def Con from 2.09707e-005 to 2.09767e-005
Heightened Def Con from 2.09813e-005 to 2.09873e-005
Heightened Def Con from 2.10198e-005 to 2.10201e-005
Heightened Def Con from 2.10201e-005 to 2.10261e-005
Heightened Def Con from 2.10295e-005 to 2.103e-005
Heightened Def Con from 2.10325e-005 to 2.10362e-005
Heightened Def Con from 2.10366e-005 to 2.10408e-005
Heightened Def Con from 2.1041e-005 to 2.1047e-005
Heightened Def Con from 2.10542e-005 to 2.10552e-005
Heightened Def Con from 2.10552e-005 to 2.10562e-005
Heightened Def Con from 2.10562e-005 to 2.10582e-005
Heightened Def Con from 2.10582e-005 to 2.10652e-005
Heightened Def Con from 2.10727e-005 to 2.10797e-005
Heightened Def Con from 2.10812e-005 to 2.10872e-005
Heightened Def Con from 2.10904e-005 to 2.10914e-005
Heightened Def Con from 2.10914e-005 to 2.10949e-005
Heightened Def Con from 2.11308e-005 to 2.11313e-005
Heightened Def Con from 2.11313e-005 to 2.11393e-005
Heightened Def Con from 2.11406e-005 to 2.11448e-005
Heightened Def Con from 2.11451e-005 to 2.11511e-005
Heightened Def Con from 2.11539e-005 to 2.11609e-005
Heightened Def Con from 2.1166e-005 to 2.1167e-005
Heightened Def Con from 2.1167e-005 to 2.1176e-005
Heightened Def Con from 2.11856e-005 to 2.11916e-005
Heightened Def Con from 2.11949e-005 to 2.11953e-005
Heightened Def Con from 2.11954e-005 to 2.12024e-005
Heightened Def Con from 2.12055e-005 to 2.12115e-005
Heightened Def Con from 2.1245e-005 to 2.1254e-005
Heightened Def Con from 2.12551e-005 to 2.12611e-005
Heightened Def Con from 2.12626e-005 to 2.12686e-005
Heightened Def Con from 2.12698e-005 to 2.12768e-005
Heightened Def Con from 2.12815e-005 to 2.12836e-005
Heightened Def Con from 2.12836e-005 to 2.12896e-005
Heightened Def Con from 2.12978e-005 to 2.13048e-005
Heightened Def Con from 2.13083e-005 to 2.13094e-005
Heightened Def Con from 2.13095e-005 to 2.13175e-005
Heightened Def Con from 2.13189e-005 to 2.132e-005
Heightened Def Con from 2.13201e-005 to 2.13261e-005
Heightened Def Con from 2.13305e-005 to 2.13386e-005
Heightened Def Con from 2.13393e-005 to 2.13474e-005
Heightened Def Con from 2.13481e-005 to 2.13563e-005
Heightened Def Con from 2.13572e-005 to 2.13584e-005
Heightened Def Con from 2.13587e-005 to 2.13687e-005
Heightened Def Con from 2.13695e-005 to 2.13765e-005
Heightened Def Con from 2.13799e-005 to 2.1389e-005
Heightened Def Con from 2.13897e-005 to 2.13978e-005
Heightened Def Con from 2.13985e-005 to 2.14049e-005
Heightened Def Con from 2.14055e-005 to 2.14067e-005
Heightened Def Con from 2.14069e-005 to 2.14129e-005
Heightened Def Con from 2.14159e-005 to 2.1424e-005
Heightened Def Con from 2.14248e-005 to 2.14329e-005
Heightened Def Con from 2.1434e-005 to 2.14351e-005
Heightened Def Con from 2.14352e-005 to 2.14442e-005
Heightened Def Con from 2.14458e-005 to 2.14538e-005
Heightened Def Con from 2.14565e-005 to 2.14645e-005
Heightened Def Con from 2.14663e-005 to 2.14723e-005
Heightened Def Con from 2.14748e-005 to 2.1483e-005
Heightened Def Con from 2.14841e-005 to 2.14901e-005
Heightened Def Con from 2.14924e-005 to 2.14994e-005
Heightened Def Con from 2.1501e-005 to 2.1507e-005
Heightened Def Con from 2.15093e-005 to 2.15163e-005
Heightened Def Con from 2.152e-005 to 2.1526e-005
Heightened Def Con from 2.15304e-005 to 2.15385e-005
Heightened Def Con from 2.15397e-005 to 2.15407e-005
Heightened Def Con from 2.15407e-005 to 2.15427e-005
Heightened Def Con from 2.15427e-005 to 2.15507e-005
Heightened Def Con from 2.15541e-005 to 2.15611e-005
Heightened Def Con from 2.15635e-005 to 2.15646e-005
Heightened Def Con from 2.15646e-005 to 2.15726e-005
Heightened Def Con from 2.15745e-005 to 2.15816e-005
Heightened Def Con from 2.15829e-005 to 2.159e-005
Heightened Def Con from 2.1591e-005 to 2.15921e-005
Heightened Def Con from 2.15922e-005 to 2.16013e-005
Heightened Def Con from 2.1602e-005 to 2.16091e-005
Heightened Def Con from 2.16108e-005 to 2.16199e-005
Heightened Def Con from 2.1621e-005 to 2.16292e-005
Heightened Def Con from 2.16301e-005 to 2.16312e-005
Heightened Def Con from 2.16313e-005 to 2.16383e-005
Heightened Def Con from 2.16419e-005 to 2.16499e-005
Heightened Def Con from 2.16518e-005 to 2.16578e-005
Heightened Def Con from 2.16596e-005 to 2.16677e-005
Heightened Def Con from 2.16686e-005 to 2.16691e-005
Heightened Def Con from 2.16693e-005 to 2.16697e-005
Heightened Def Con from 2.16698e-005 to 2.16779e-005
Heightened Def Con from 2.16791e-005 to 2.16804e-005
Heightened Def Con from 2.16806e-005 to 2.16896e-005
Heightened Def Con from 2.1691e-005 to 2.1697e-005
Heightened Def Con from 2.1701e-005 to 2.17081e-005
Heightened Def Con from 2.17092e-005 to 2.17172e-005
Heightened Def Con from 2.17182e-005 to 2.17242e-005
Heightened Def Con from 2.17278e-005 to 2.17338e-005
Heightened Def Con from 2.17392e-005 to 2.17452e-005
Heightened Def Con from 2.17507e-005 to 2.17518e-005
Heightened Def Con from 2.17521e-005 to 2.17611e-005
Heightened Def Con from 2.17654e-005 to 2.17667e-005
Heightened Def Con from 2.1767e-005 to 2.17705e-005
Heightened Def Con from 2.17785e-005 to 2.17796e-005
Heightened Def Con from 2.17797e-005 to 2.17832e-005
Heightened Def Con from 2.17893e-005 to 2.17903e-005
Heightened Def Con from 2.17903e-005 to 2.17938e-005
Heightened Def Con from 2.1798e-005 to 2.18015e-005
Heightened Def Con from 2.18055e-005 to 2.18065e-005
Heightened Def Con from 2.18066e-005 to 2.18137e-005
Heightened Def Con from 2.18144e-005 to 2.18196e-005
Heightened Def Con from 2.18208e-005 to 2.18212e-005
Heightened Def Con from 2.18213e-005 to 2.18273e-005
Heightened Def Con from 2.18299e-005 to 2.18359e-005
Heightened Def Con from 2.1841e-005 to 2.1848e-005
Heightened Def Con from 2.18538e-005 to 2.18551e-005
Heightened Def Con from 2.18558e-005 to 2.18588e-005
Heightened Def Con from 2.1881e-005 to 2.18845e-005
Heightened Def Con from 2.18903e-005 to 2.18938e-005
Heightened Def Con from 2.18953e-005 to 2.19004e-005
Heightened Def Con from 2.1901e-005 to 2.1907e-005
Heightened Def Con from 2.19104e-005 to 2.19174e-005
Heightened Def Con from 2.19507e-005 to 2.1952e-005
Heightened Def Con from 2.19526e-005 to 2.19616e-005
Heightened Def Con from 2.19627e-005 to 2.19679e-005
Heightened Def Con from 2.19686e-005 to 2.19746e-005
Heightened Def Con from 2.19763e-005 to 2.19823e-005
Heightened Def Con from 2.19901e-005 to 2.19961e-005
Heightened Def Con from 2.20039e-005 to 2.20099e-005
Heightened Def Con from 2.20151e-005 to 2.20211e-005
Heightened Def Con from 2.20254e-005 to 2.20265e-005
Heightened Def Con from 2.20266e-005 to 2.20346e-005
Heightened Def Con from 2.20375e-005 to 2.20435e-005
Heightened Def Con from 2.20471e-005 to 2.20485e-005
Heightened Def Con from 2.20487e-005 to 2.20577e-005
Heightened Def Con from 2.20603e-005 to 2.20617e-005
Heightened Def Con from 2.2062e-005 to 2.2069e-005
Heightened Def Con from 2.20734e-005 to 2.20748e-005
Heightened Def Con from 2.20751e-005 to 2.20765e-005
Heightened Def Con from 2.20774e-005 to 2.20809e-005
Heightened Def Con from 2.2088e-005 to 2.20915e-005
Heightened Def Con from 2.20947e-005 to 2.20958e-005
Heightened Def Con from 2.20959e-005 to 2.21029e-005
Heightened Def Con from 2.21037e-005 to 2.21089e-005
Heightened Def Con from 2.21102e-005 to 2.21162e-005
Heightened Def Con from 2.21177e-005 to 2.21181e-005
Heightened Def Con from 2.21182e-005 to 2.21242e-005
Heightened Def Con from 2.21279e-005 to 2.21339e-005
Heightened Def Con from 2.21381e-005 to 2.21451e-005
Heightened Def Con from 2.21494e-005 to 2.21554e-005
Heightened Def Con from 2.21594e-005 to 2.21654e-005
Heightened Def Con from 2.21706e-005 to 2.21717e-005
Heightened Def Con from 2.21721e-005 to 2.21821e-005
Heightened Def Con from 2.21849e-005 to 2.21909e-005
Heightened Def Con from 2.21959e-005 to 2.21994e-005
Heightened Def Con from 2.22054e-005 to 2.22089e-005
Heightened Def Con from 2.22144e-005 to 2.22204e-005
Heightened Def Con from 2.22229e-005 to 2.223e-005
Heightened Def Con from 2.22306e-005 to 2.22357e-005
Heightened Def Con from 2.22364e-005 to 2.22378e-005
Heightened Def Con from 2.2238e-005 to 2.2244e-005
Heightened Def Con from 2.22474e-005 to 2.22565e-005
Heightened Def Con from 2.22572e-005 to 2.22583e-005
Heightened Def Con from 2.22584e-005 to 2.22684e-005
Heightened Def Con from 2.22697e-005 to 2.22787e-005
Heightened Def Con from 2.22805e-005 to 2.22886e-005
Heightened Def Con from 2.22897e-005 to 2.22967e-005
Heightened Def Con from 2.22987e-005 to 2.23068e-005
Heightened Def Con from 2.23082e-005 to 2.23144e-005
Heightened Def Con from 2.23155e-005 to 2.23166e-005
Heightened Def Con from 2.23167e-005 to 2.23258e-005
Heightened Def Con from 2.23269e-005 to 2.23329e-005
Heightened Def Con from 2.23363e-005 to 2.23434e-005
Heightened Def Con from 2.23447e-005 to 2.23517e-005
Heightened Def Con from 2.2354e-005 to 2.23554e-005
Heightened Def Con from 2.23555e-005 to 2.23647e-005
Heightened Def Con from 2.23658e-005 to 2.23739e-005
Heightened Def Con from 2.2375e-005 to 2.2383e-005
Heightened Def Con from 2.23855e-005 to 2.23915e-005
Heightened Def Con from 2.23958e-005 to 2.24018e-005
Heightened Def Con from 2.24029e-005 to 2.2412e-005
Heightened Def Con from 2.24127e-005 to 2.24208e-005
Heightened Def Con from 2.24214e-005 to 2.24285e-005
Heightened Def Con from 2.24293e-005 to 2.24384e-005
Heightened Def Con from 2.24394e-005 to 2.24404e-005
Heightened Def Con from 2.24404e-005 to 2.24439e-005
Heightened Def Con from 2.24708e-005 to 2.24713e-005
Heightened Def Con from 2.24713e-005 to 2.24783e-005
Heightened Def Con from 2.24806e-005 to 2.24841e-005
Heightened Def Con from 2.24845e-005 to 2.24887e-005
Heightened Def Con from 2.24888e-005 to 2.24948e-005
Heightened Def Con from 2.25245e-005 to 2.25305e-005
Heightened Def Con from 2.25336e-005 to 2.25396e-005
Heightened Def Con from 2.25423e-005 to 2.25483e-005
Heightened Def Con from 2.25538e-005 to 2.25598e-005
Heightened Def Con from 2.25952e-005 to 2.25957e-005
Heightened Def Con from 2.25957e-005 to 2.26037e-005
Heightened Def Con from 2.2605e-005 to 2.26101e-005
Heightened Def Con from 2.26106e-005 to 2.26166e-005
Heightened Def Con from 2.2618e-005 to 2.2624e-005
Heightened Def Con from 2.2657e-005 to 2.2665e-005
Heightened Def Con from 2.26671e-005 to 2.26722e-005
Heightened Def Con from 2.26735e-005 to 2.26795e-005
Heightened Def Con from 2.26809e-005 to 2.26869e-005
Heightened Def Con from 2.26941e-005 to 2.27001e-005
Heightened Def Con from 2.27091e-005 to 2.27151e-005
Heightened Def Con from 2.27212e-005 to 2.27313e-005
Heightened Def Con from 2.27323e-005 to 2.27413e-005
Heightened Def Con from 2.2743e-005 to 2.27522e-005
Heightened Def Con from 2.27528e-005 to 2.27588e-005
Heightened Def Con from 2.27619e-005 to 2.27623e-005
Heightened Def Con from 2.27625e-005 to 2.27686e-005
Heightened Def Con from 2.27699e-005 to 2.27759e-005
Heightened Def Con from 2.27796e-005 to 2.27866e-005
Heightened Def Con from 2.27878e-005 to 2.27948e-005
Heightened Def Con from 2.27968e-005 to 2.2806e-005
Heightened Def Con from 2.2807e-005 to 2.28081e-005
Heightened Def Con from 2.28082e-005 to 2.28162e-005
Heightened Def Con from 2.28207e-005 to 2.28277e-005
Heightened Def Con from 2.28313e-005 to 2.28318e-005
Heightened Def Con from 2.2832e-005 to 2.2833e-005
Heightened Def Con from 2.2833e-005 to 2.28365e-005
Heightened Def Con from 2.28413e-005 to 2.28448e-005
Heightened Def Con from 2.28493e-005 to 2.28528e-005
Heightened Def Con from 2.28573e-005 to 2.28608e-005
Heightened Def Con from 2.28649e-005 to 2.28684e-005
Heightened Def Con from 2.2872e-005 to 2.28725e-005
Heightened Def Con from 2.28727e-005 to 2.28808e-005
Heightened Def Con from 2.28817e-005 to 2.28888e-005
Heightened Def Con from 2.289e-005 to 2.28904e-005
Heightened Def Con from 2.28905e-005 to 2.28986e-005
Heightened Def Con from 2.29e-005 to 2.2906e-005
Heightened Def Con from 2.29087e-005 to 2.29178e-005
Heightened Def Con from 2.29188e-005 to 2.29202e-005
Heightened Def Con from 2.29203e-005 to 2.29263e-005
Heightened Def Con from 2.29311e-005 to 2.29381e-005
Heightened Def Con from 2.29416e-005 to 2.29497e-005
Heightened Def Con from 2.29508e-005 to 2.29518e-005
Heightened Def Con from 2.29518e-005 to 2.2952e-005
Heightened Def Con from 2.2952e-005 to 2.2961e-005
Heightened Def Con from 2.29646e-005 to 2.29681e-005
Heightened Def Con from 2.29742e-005 to 2.29822e-005
Heightened Def Con from 2.29836e-005 to 2.2984e-005
Heightened Def Con from 2.29843e-005 to 2.29847e-005
Heightened Def Con from 2.29848e-005 to 2.29919e-005
Heightened Def Con from 2.29931e-005 to 2.29945e-005
Heightened Def Con from 2.29946e-005 to 2.30027e-005
Heightened Def Con from 2.30043e-005 to 2.30123e-005
Heightened Def Con from 2.30131e-005 to 2.30211e-005
Heightened Def Con from 2.30229e-005 to 2.30321e-005
Heightened Def Con from 2.30327e-005 to 2.30387e-005
Heightened Def Con from 2.3042e-005 to 2.3048e-005
Heightened Def Con from 2.30496e-005 to 2.30556e-005
Heightened Def Con from 2.30577e-005 to 2.30657e-005
Heightened Def Con from 2.30681e-005 to 2.30694e-005
Heightened Def Con from 2.30696e-005 to 2.30701e-005
Heightened Def Con from 2.30702e-005 to 2.30772e-005
Heightened Def Con from 2.30814e-005 to 2.30895e-005
Heightened Def Con from 2.30909e-005 to 2.30923e-005
Heightened Def Con from 2.30924e-005 to 2.30994e-005
Heightened Def Con from 2.31045e-005 to 2.31125e-005
Heightened Def Con from 2.31156e-005 to 2.31216e-005
Heightened Def Con from 2.31239e-005 to 2.31253e-005
Heightened Def Con from 2.31255e-005 to 2.3129e-005
Heightened Def Con from 2.31346e-005 to 2.31416e-005
Heightened Def Con from 2.31436e-005 to 2.31506e-005
Heightened Def Con from 2.31517e-005 to 2.31577e-005
Heightened Def Con from 2.31586e-005 to 2.31667e-005
Heightened Def Con from 2.31673e-005 to 2.31755e-005
Heightened Def Con from 2.31762e-005 to 2.31842e-005
Heightened Def Con from 2.31855e-005 to 2.31915e-005
Heightened Def Con from 2.31953e-005 to 2.32013e-005
Heightened Def Con from 2.32057e-005 to 2.32117e-005
Heightened Def Con from 2.3216e-005 to 2.3222e-005
Heightened Def Con from 2.3225e-005 to 2.3231e-005
Heightened Def Con from 2.32343e-005 to 2.32356e-005
Heightened Def Con from 2.32358e-005 to 2.32363e-005
Heightened Def Con from 2.32364e-005 to 2.32474e-005
Heightened Def Con from 2.32504e-005 to 2.32539e-005
Heightened Def Con from 2.32615e-005 to 2.3265e-005
Heightened Def Con from 2.32699e-005 to 2.32734e-005
Heightened Def Con from 2.32776e-005 to 2.32811e-005
Heightened Def Con from 2.32841e-005 to 2.32902e-005
Heightened Def Con from 2.32915e-005 to 2.32925e-005
Heightened Def Con from 2.32925e-005 to 2.32928e-005
Heightened Def Con from 2.32928e-005 to 2.33008e-005
Heightened Def Con from 2.33035e-005 to 2.33125e-005
Heightened Def Con from 2.33137e-005 to 2.33218e-005
Heightened Def Con from 2.33223e-005 to 2.33294e-005
Heightened Def Con from 2.33308e-005 to 2.33318e-005
Heightened Def Con from 2.33318e-005 to 2.33321e-005
Heightened Def Con from 2.33321e-005 to 2.33381e-005
Heightened Def Con from 2.33441e-005 to 2.33532e-005
Heightened Def Con from 2.33544e-005 to 2.33604e-005
Heightened Def Con from 2.33632e-005 to 2.33636e-005
Heightened Def Con from 2.33637e-005 to 2.33709e-005
Heightened Def Con from 2.33715e-005 to 2.33726e-005
Heightened Def Con from 2.33727e-005 to 2.33787e-005
Heightened Def Con from 2.33836e-005 to 2.33926e-005
Heightened Def Con from 2.33942e-005 to 2.34033e-005
Heightened Def Con from 2.34039e-005 to 2.3412e-005
Heightened Def Con from 2.34131e-005 to 2.34191e-005
Heightened Def Con from 2.34221e-005 to 2.34281e-005
Heightened Def Con from 2.34292e-005 to 2.34362e-005
Heightened Def Con from 2.34381e-005 to 2.34394e-005
Heightened Def Con from 2.34396e-005 to 2.34456e-005
Heightened Def Con from 2.3451e-005 to 2.3458e-005
Heightened Def Con from 2.34634e-005 to 2.34704e-005
Heightened Def Con from 2.34739e-005 to 2.3475e-005
Heightened Def Con from 2.34751e-005 to 2.34786e-005
Heightened Def Con from 2.34841e-005 to 2.34845e-005
Heightened Def Con from 2.34846e-005 to 2.34882e-005
Heightened Def Con from 2.34932e-005 to 2.34946e-005
Heightened Def Con from 2.34947e-005 to 2.34982e-005
Heightened Def Con from 2.35017e-005 to 2.35097e-005
Heightened Def Con from 2.35106e-005 to 2.35167e-005
Heightened Def Con from 2.35177e-005 to 2.35188e-005
Heightened Def Con from 2.35189e-005 to 2.35192e-005
Heightened Def Con from 2.35193e-005 to 2.35264e-005
Heightened Def Con from 2.3528e-005 to 2.3534e-005
Heightened Def Con from 2.35377e-005 to 2.35437e-005
Heightened Def Con from 2.35478e-005 to 2.35538e-005
Heightened Def Con from 2.35608e-005 to 2.3562e-005
Heightened Def Con from 2.35624e-005 to 2.35684e-005
Heightened Def Con from 2.35748e-005 to 2.35838e-005
Heightened Def Con from 2.35851e-005 to 2.35932e-005
Heightened Def Con from 2.35939e-005 to 2.3595e-005
Heightened Def Con from 2.35951e-005 to 2.36021e-005
Heightened Def Con from 2.36042e-005 to 2.36112e-005
Heightened Def Con from 2.36142e-005 to 2.36222e-005
Heightened Def Con from 2.36239e-005 to 2.36321e-005
Heightened Def Con from 2.36331e-005 to 2.36403e-005
Heightened Def Con from 2.36412e-005 to 2.36494e-005
Heightened Def Con from 2.36504e-005 to 2.36514e-005
Heightened Def Con from 2.36514e-005 to 2.36549e-005
Heightened Def Con from 2.36842e-005 to 2.36877e-005
Heightened Def Con from 2.36936e-005 to 2.36938e-005
Heightened Def Con from 2.36938e-005 to 2.37009e-005
Heightened Def Con from 2.37016e-005 to 2.37038e-005
Heightened Def Con from 2.37038e-005 to 2.37089e-005
Heightened Def Con from 2.3709e-005 to 2.3716e-005
Heightened Def Con from 2.37479e-005 to 2.37539e-005
Heightened Def Con from 2.37576e-005 to 2.37636e-005
Heightened Def Con from 2.37655e-005 to 2.37725e-005
Heightened Def Con from 2.3776e-005 to 2.3782e-005
Heightened Def Con from 2.37903e-005 to 2.37913e-005
Heightened Def Con from 2.37913e-005 to 2.37983e-005
Heightened Def Con from 2.38113e-005 to 2.38173e-005
Heightened Def Con from 2.38214e-005 to 2.38219e-005
Heightened Def Con from 2.38221e-005 to 2.38242e-005
Heightened Def Con from 2.38243e-005 to 2.38323e-005
Heightened Def Con from 2.38335e-005 to 2.38395e-005
Heightened Def Con from 2.38419e-005 to 2.38479e-005
Heightened Def Con from 2.38513e-005 to 2.38573e-005
Heightened Def Con from 2.38651e-005 to 2.38711e-005
Heightened Def Con from 2.38773e-005 to 2.38833e-005
Heightened Def Con from 2.38863e-005 to 2.38923e-005
